uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,pub_year
GENCC_000105-HGNC_21684-MONDO_0032836-HP_0000006-GENCC_100001,HGNC:21684,ZNF462,MONDO:0032836,weiss-kruszka syndrome,MONDO:0032836,weiss-kruszka syndrome,GENCC:100001,Definitive,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:21684,ZNF462,MONDO:0032836,Weiss-Kruszka syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-06-25 00:00:00,,"ZNF462 was first reported in relation to autosomal dominant Weiss-Kruszka syndrome in 2017 (28513610: Weiss et al. 2017). At least seven unique loss-of-function variants have been reported. Evidence supporting this gene-disease relationship includes case-level data and experimental data. Variants in this gene have been reported in at least seven probands from two publications (28513610: Weiss et al. 2017; 31361404: Kruszka et al. 2019). Majority of the variants were de novo and in one family, a variant in this gene segregated with disease in four additional family members. In one four-generation family. The mechanism for disease is heterozygous, loss of function variants. This gene-disease association is supported by expression studies that demonstrate a higher expression in fetal brain and liver, and varying expression in the brain in different developmental stages of mice. Animal models suggest that ZNF462 plays a crucial role in during vertebrate embryonic development and Zfp462+/− mice recapitulate the clinical presentation in humans (11347906: Nagase et al. 2017; 19111535: Laurent et al. 2009; 27621227: Wang et al. 2017).  In summary, ZNF462 is definitively associated with autosomal dominant ZNF462-related spectrum disorder.",31361404,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100030,2020-10-15,2019.0
GENCC_000105-HGNC_20152-MONDO_0007828-HP_0000006-GENCC_100004,HGNC:20152,ZFHX2,MONDO:0007828,"indifference to pain, congenital, autosomal dominant",MONDO:0007828,"indifference to pain, congenital, autosomal dominant",GENCC:100004,Limited,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:20152,ZFHX2,MONDO:0007828,Marsili syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100004,Limited,2020-06-26 00:00:00,,,29253101,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100031,2020-10-15,2017.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,31754459,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,2019.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,31392107,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,2019.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,9516450,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,1998.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,25809983,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,2015.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,23104561,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,2013.0
GENCC_000105-HGNC_11041-MONDO_0024237-HP_0000007-GENCC_100003,HGNC:11041,SLC5A6,MONDO:0024237,inherited neurodegenerative disorder,MONDO:0024237,inherited neurodegenerative disorder,GENCC:100003,Moderate,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:11041,SLC5A6,MONDO:0024237,"SLC5A6-related neurodegeneration, infantile-onset, biotin-responsive",HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-06-02 00:00:00,,,29669219,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100032,2020-10-15,2018.0
GENCC_000105-HGNC_7618-MONDO_0032934-HP_0000006-GENCC_100002,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,MONDO:0032934,genitourinary and/or brain malformation syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-05-22 00:00:00,,"The PPP1R12A gene is located on chromosome 12 at 12q21.2-q21.31 and encodes protein phosphatase 1 regulatory subunit 12A. This protein forms part of myosin phosphatase, an enzyme that plays an important regulatory role in cell morphology and motility. PPP1R12A was first reported in relation to autosomal dominant genitourinary and/or brain malformation syndrome in 2020 (31883643: Hughes et al. 2020). Evidence supporting this gene-disease relationship includes case-level data and experimental data. Twelve unique variants, all of which were predicted null, have been reported in humans (31883643: Hughes et al. 2020). In the majority of cases, the variants were shown to have occurred de novo. The mechanism for disease is haploinsufficiency. This gene-disease relationship is supported by expression in the brain and urogenital system during embryonic development (31883643: Hughes et al. 2020) and overlapping phenotypes observed in C. elegans (10208747: Wissman et al. 1999), Drosophila (12505998: Tan et al. 2003), and zebrafish models (19515695: Weiser et al. 2009). In summary, there is strong evidence to support the relationship between PPP1R12A and autosomal dominant genitourinary and/or brain malformation syndrome. Additional reports in humans published at least three years from the first proposal of the association are needed to reach a definitive classification.",31883643,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100033,2020-10-15,2019.0
GENCC_000105-HGNC_7618-MONDO_0032934-HP_0000006-GENCC_100002,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,MONDO:0032934,genitourinary and/or brain malformation syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-05-22 00:00:00,,"The PPP1R12A gene is located on chromosome 12 at 12q21.2-q21.31 and encodes protein phosphatase 1 regulatory subunit 12A. This protein forms part of myosin phosphatase, an enzyme that plays an important regulatory role in cell morphology and motility. PPP1R12A was first reported in relation to autosomal dominant genitourinary and/or brain malformation syndrome in 2020 (31883643: Hughes et al. 2020). Evidence supporting this gene-disease relationship includes case-level data and experimental data. Twelve unique variants, all of which were predicted null, have been reported in humans (31883643: Hughes et al. 2020). In the majority of cases, the variants were shown to have occurred de novo. The mechanism for disease is haploinsufficiency. This gene-disease relationship is supported by expression in the brain and urogenital system during embryonic development (31883643: Hughes et al. 2020) and overlapping phenotypes observed in C. elegans (10208747: Wissman et al. 1999), Drosophila (12505998: Tan et al. 2003), and zebrafish models (19515695: Weiser et al. 2009). In summary, there is strong evidence to support the relationship between PPP1R12A and autosomal dominant genitourinary and/or brain malformation syndrome. Additional reports in humans published at least three years from the first proposal of the association are needed to reach a definitive classification.",12505998,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100033,2020-10-15,2002.0
GENCC_000105-HGNC_7618-MONDO_0032934-HP_0000006-GENCC_100002,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,MONDO:0032934,genitourinary and/or brain malformation syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-05-22 00:00:00,,"The PPP1R12A gene is located on chromosome 12 at 12q21.2-q21.31 and encodes protein phosphatase 1 regulatory subunit 12A. This protein forms part of myosin phosphatase, an enzyme that plays an important regulatory role in cell morphology and motility. PPP1R12A was first reported in relation to autosomal dominant genitourinary and/or brain malformation syndrome in 2020 (31883643: Hughes et al. 2020). Evidence supporting this gene-disease relationship includes case-level data and experimental data. Twelve unique variants, all of which were predicted null, have been reported in humans (31883643: Hughes et al. 2020). In the majority of cases, the variants were shown to have occurred de novo. The mechanism for disease is haploinsufficiency. This gene-disease relationship is supported by expression in the brain and urogenital system during embryonic development (31883643: Hughes et al. 2020) and overlapping phenotypes observed in C. elegans (10208747: Wissman et al. 1999), Drosophila (12505998: Tan et al. 2003), and zebrafish models (19515695: Weiser et al. 2009). In summary, there is strong evidence to support the relationship between PPP1R12A and autosomal dominant genitourinary and/or brain malformation syndrome. Additional reports in humans published at least three years from the first proposal of the association are needed to reach a definitive classification.",10208747,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100033,2020-10-15,1999.0
GENCC_000105-HGNC_7618-MONDO_0032934-HP_0000006-GENCC_100002,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,MONDO:0032934,genitourinary and/or brain malformation syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:7618,PPP1R12A,MONDO:0032934,genitourinary and/or brain malformation syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-05-22 00:00:00,,"The PPP1R12A gene is located on chromosome 12 at 12q21.2-q21.31 and encodes protein phosphatase 1 regulatory subunit 12A. This protein forms part of myosin phosphatase, an enzyme that plays an important regulatory role in cell morphology and motility. PPP1R12A was first reported in relation to autosomal dominant genitourinary and/or brain malformation syndrome in 2020 (31883643: Hughes et al. 2020). Evidence supporting this gene-disease relationship includes case-level data and experimental data. Twelve unique variants, all of which were predicted null, have been reported in humans (31883643: Hughes et al. 2020). In the majority of cases, the variants were shown to have occurred de novo. The mechanism for disease is haploinsufficiency. This gene-disease relationship is supported by expression in the brain and urogenital system during embryonic development (31883643: Hughes et al. 2020) and overlapping phenotypes observed in C. elegans (10208747: Wissman et al. 1999), Drosophila (12505998: Tan et al. 2003), and zebrafish models (19515695: Weiser et al. 2009). In summary, there is strong evidence to support the relationship between PPP1R12A and autosomal dominant genitourinary and/or brain malformation syndrome. Additional reports in humans published at least three years from the first proposal of the association are needed to reach a definitive classification.",19515695,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100033,2020-10-15,2009.0
GENCC_000105-HGNC_24713-MONDO_0060707-HP_0000006-GENCC_100003,HGNC:24713,QRICH1,MONDO:0060707,Ververi-Brady syndrome,MONDO:0060707,Ververi-Brady syndrome,GENCC:100003,Moderate,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:24713,QRICH1,MONDO:0060707,Ververi-Brady syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-05-14 00:00:00,,,28692176,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100034,2020-10-15,2017.0
GENCC_000105-HGNC_24713-MONDO_0060707-HP_0000006-GENCC_100003,HGNC:24713,QRICH1,MONDO:0060707,Ververi-Brady syndrome,MONDO:0060707,Ververi-Brady syndrome,GENCC:100003,Moderate,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:24713,QRICH1,MONDO:0060707,Ververi-Brady syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-05-14 00:00:00,,,30281152,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100034,2020-10-15,2018.0
GENCC_000105-HGNC_18037-MONDO_0015452-HP_0000006-GENCC_100002,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,MONDO:0015452,Coffin-Siris syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-03-06 00:00:00,,"The ARID2 gene is located on chromosome 12 at 12q12 and encodes the AT-rich interaction domain 2 protein, which is subunit of the SWI/SNF chromatin remodeling complex (PBAF). The PBAF complex facilitates transcriptional activation and repression of select genes by chromatin remodeling. ARID2 was first reported in relation to autosomal dominant, Coffin-Siris syndrome in 2015 (26238514: Shang et al. 2015). At least six unique loss-of-function variants have been reported. Evidence supporting this gene-disease relationship includes case-level data and experimental data. De novo variants in this gene have been reported in at least six probands from four publications (26238514: Shang et al. 2015; 28124119: Bramswig et al. 2017; 29698805: Gazdagh et al. 2018; 30838730: Khazanchi et al. 2019). More evidence is available in the literature, but the maximum score for genetic evidence (12 pts.) has been reached. The mechanism for disease is consistent with haploinsufficiency. This gene-disease relationship is supported by expression studies that demonstrate ubiquitous expression of ARDI2 throughout the developing spinal cord, brain and other embryonic tissues such as heart and liver in mouse,  and biochemical function (26238514: Shang et al. 2015). Additionally, ARID2 is one of the three ARID proteins in SWI/ SNF complex, which is divided into BAF and PBA complex. The BAF complex is important in human brain development and five subunits of the BAF complex are associated with neurobehavioral disorders. In summary, there is strong evidence to support the relationship between ARID2 and Coffin-Siris syndrome, autosomal dominant. Additional experimental evidence is needed to reach a definitive classification.",26238514,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100035,2020-10-15,2016.0
GENCC_000105-HGNC_18037-MONDO_0015452-HP_0000006-GENCC_100002,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,MONDO:0015452,Coffin-Siris syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-03-06 00:00:00,,"The ARID2 gene is located on chromosome 12 at 12q12 and encodes the AT-rich interaction domain 2 protein, which is subunit of the SWI/SNF chromatin remodeling complex (PBAF). The PBAF complex facilitates transcriptional activation and repression of select genes by chromatin remodeling. ARID2 was first reported in relation to autosomal dominant, Coffin-Siris syndrome in 2015 (26238514: Shang et al. 2015). At least six unique loss-of-function variants have been reported. Evidence supporting this gene-disease relationship includes case-level data and experimental data. De novo variants in this gene have been reported in at least six probands from four publications (26238514: Shang et al. 2015; 28124119: Bramswig et al. 2017; 29698805: Gazdagh et al. 2018; 30838730: Khazanchi et al. 2019). More evidence is available in the literature, but the maximum score for genetic evidence (12 pts.) has been reached. The mechanism for disease is consistent with haploinsufficiency. This gene-disease relationship is supported by expression studies that demonstrate ubiquitous expression of ARDI2 throughout the developing spinal cord, brain and other embryonic tissues such as heart and liver in mouse,  and biochemical function (26238514: Shang et al. 2015). Additionally, ARID2 is one of the three ARID proteins in SWI/ SNF complex, which is divided into BAF and PBA complex. The BAF complex is important in human brain development and five subunits of the BAF complex are associated with neurobehavioral disorders. In summary, there is strong evidence to support the relationship between ARID2 and Coffin-Siris syndrome, autosomal dominant. Additional experimental evidence is needed to reach a definitive classification.",28124119,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100035,2020-10-15,2017.0
GENCC_000105-HGNC_18037-MONDO_0015452-HP_0000006-GENCC_100002,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,MONDO:0015452,Coffin-Siris syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-03-06 00:00:00,,"The ARID2 gene is located on chromosome 12 at 12q12 and encodes the AT-rich interaction domain 2 protein, which is subunit of the SWI/SNF chromatin remodeling complex (PBAF). The PBAF complex facilitates transcriptional activation and repression of select genes by chromatin remodeling. ARID2 was first reported in relation to autosomal dominant, Coffin-Siris syndrome in 2015 (26238514: Shang et al. 2015). At least six unique loss-of-function variants have been reported. Evidence supporting this gene-disease relationship includes case-level data and experimental data. De novo variants in this gene have been reported in at least six probands from four publications (26238514: Shang et al. 2015; 28124119: Bramswig et al. 2017; 29698805: Gazdagh et al. 2018; 30838730: Khazanchi et al. 2019). More evidence is available in the literature, but the maximum score for genetic evidence (12 pts.) has been reached. The mechanism for disease is consistent with haploinsufficiency. This gene-disease relationship is supported by expression studies that demonstrate ubiquitous expression of ARDI2 throughout the developing spinal cord, brain and other embryonic tissues such as heart and liver in mouse,  and biochemical function (26238514: Shang et al. 2015). Additionally, ARID2 is one of the three ARID proteins in SWI/ SNF complex, which is divided into BAF and PBA complex. The BAF complex is important in human brain development and five subunits of the BAF complex are associated with neurobehavioral disorders. In summary, there is strong evidence to support the relationship between ARID2 and Coffin-Siris syndrome, autosomal dominant. Additional experimental evidence is needed to reach a definitive classification.",29698805,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100035,2020-10-15,2018.0
GENCC_000105-HGNC_18037-MONDO_0015452-HP_0000006-GENCC_100002,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,MONDO:0015452,Coffin-Siris syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000105,Illumina,HGNC:18037,ARID2,MONDO:0015452,Coffin-Siris syndrome,HP:0000006,Autosomal dominant inheritance,GENCC:000105,Illumina,GENCC:100002,Strong,2020-03-06 00:00:00,,"The ARID2 gene is located on chromosome 12 at 12q12 and encodes the AT-rich interaction domain 2 protein, which is subunit of the SWI/SNF chromatin remodeling complex (PBAF). The PBAF complex facilitates transcriptional activation and repression of select genes by chromatin remodeling. ARID2 was first reported in relation to autosomal dominant, Coffin-Siris syndrome in 2015 (26238514: Shang et al. 2015). At least six unique loss-of-function variants have been reported. Evidence supporting this gene-disease relationship includes case-level data and experimental data. De novo variants in this gene have been reported in at least six probands from four publications (26238514: Shang et al. 2015; 28124119: Bramswig et al. 2017; 29698805: Gazdagh et al. 2018; 30838730: Khazanchi et al. 2019). More evidence is available in the literature, but the maximum score for genetic evidence (12 pts.) has been reached. The mechanism for disease is consistent with haploinsufficiency. This gene-disease relationship is supported by expression studies that demonstrate ubiquitous expression of ARDI2 throughout the developing spinal cord, brain and other embryonic tissues such as heart and liver in mouse,  and biochemical function (26238514: Shang et al. 2015). Additionally, ARID2 is one of the three ARID proteins in SWI/ SNF complex, which is divided into BAF and PBA complex. The BAF complex is important in human brain development and five subunits of the BAF complex are associated with neurobehavioral disorders. In summary, there is strong evidence to support the relationship between ARID2 and Coffin-Siris syndrome, autosomal dominant. Additional experimental evidence is needed to reach a definitive classification.",30838730,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100035,2020-10-15,2019.0
GENCC_000105-HGNC_467-MONDO_0010516-HP_0001417-GENCC_100003,HGNC:467,AMMECR1,MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",GENCC:100003,Moderate,HP:0001417,X-linked,GENCC:000105,Illumina,HGNC:467,AMMECR1,MONDO:0010516,midface hypoplasia hearing impairment elliptocytosis nephrocalcinosis,HP:0001417,X-linked inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-04-28 00:00:00,,,29193635,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100036,2020-10-15,2017.0
GENCC_000105-HGNC_467-MONDO_0010516-HP_0001417-GENCC_100003,HGNC:467,AMMECR1,MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",GENCC:100003,Moderate,HP:0001417,X-linked,GENCC:000105,Illumina,HGNC:467,AMMECR1,MONDO:0010516,midface hypoplasia hearing impairment elliptocytosis nephrocalcinosis,HP:0001417,X-linked inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-04-28 00:00:00,,,28089922,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100036,2020-10-15,2017.0
GENCC_000105-HGNC_467-MONDO_0010516-HP_0001417-GENCC_100003,HGNC:467,AMMECR1,MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",MONDO:0010516,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",GENCC:100003,Moderate,HP:0001417,X-linked,GENCC:000105,Illumina,HGNC:467,AMMECR1,MONDO:0010516,midface hypoplasia hearing impairment elliptocytosis nephrocalcinosis,HP:0001417,X-linked inheritance,GENCC:000105,Illumina,GENCC:100003,Moderate,2020-04-28 00:00:00,,,27811305,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100036,2020-10-15,2016.0
GENCC_000105-HGNC_8527-MONDO_0009492-HP_0000007-GENCC_100001,HGNC:8527,OXCT1,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:8527,OXCT1,MONDO:0009492,succinyl CoA:3-oxoacid CoA transferase deficiency,HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-04-23 00:00:00,,,18757852,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100037,2020-10-15,2008.0
GENCC_000105-HGNC_8527-MONDO_0009492-HP_0000007-GENCC_100001,HGNC:8527,OXCT1,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:8527,OXCT1,MONDO:0009492,succinyl CoA:3-oxoacid CoA transferase deficiency,HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-04-23 00:00:00,,,30799594.0,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100037,2020-10-15,2019.0
GENCC_000105-HGNC_8527-MONDO_0009492-HP_0000007-GENCC_100001,HGNC:8527,OXCT1,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:8527,OXCT1,MONDO:0009492,succinyl CoA:3-oxoacid CoA transferase deficiency,HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-04-23 00:00:00,,,10964512.0,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100037,2020-10-15,2000.0
GENCC_000105-HGNC_8527-MONDO_0009492-HP_0000007-GENCC_100001,HGNC:8527,OXCT1,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:8527,OXCT1,MONDO:0009492,succinyl CoA:3-oxoacid CoA transferase deficiency,HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-04-23 00:00:00,,,21296660.0,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100037,2020-10-15,2011.0
GENCC_000105-HGNC_8527-MONDO_0009492-HP_0000007-GENCC_100001,HGNC:8527,OXCT1,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,MONDO:0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,GENCC:100001,Definitive,HP:0000007,Autosomal recessive,GENCC:000105,Illumina,HGNC:8527,OXCT1,MONDO:0009492,succinyl CoA:3-oxoacid CoA transferase deficiency,HP:0000007,Autosomal recessive inheritance,GENCC:000105,Illumina,GENCC:100001,Definitive,2020-04-23 00:00:00,,,15669687.0,https://www.clinicalgenome.org/site/assets/files/3975/gene-disease_validity_standard_operating_procedures_version_7-1.pdf,100037,2020-10-15,2005.0
